avg_msg_length,max_msg_length,total_length,admin_keywords,identity_keywords,system_keywords,positive_words,negative_words,question_ratio,command_ratio,punctuation_ratio,uppercase_ratio,label
0.2966666666666667,0.082,0.0915,0.0,0.0,0.1,0.0,0.0,0.819672131147541,0.0,0.027307482250136537,0.03276897870016385,0
0.252,0.082,0.065,0.0,0.0,0.0,0.1,0.0,0.5882352941176471,0.19607843137254904,0.03843197540353575,0.03843197540353575,0
0.2225,0.06,0.046,0.0,0.0,0.0,0.2,0.0,0.0,0.7317073170731708,0.03257328990228013,0.04343105320304018,0
0.23199999999999998,0.062,0.06,0.0,0.0,0.0,0.2,0.0,0.5882352941176471,0.3921568627450981,0.041631973355537054,0.041631973355537054,0
0.248,0.062,0.064,0.0,0.0,0.1,0.1,0.0,0.7843137254901962,0.0,0.0312256049960968,0.0468384074941452,0
0.2725,0.082,0.1125,0.0,0.0,0.0,0.2,0.0,0.4938271604938272,0.3703703703703704,0.03109729009329187,0.03998223011994669,0
0.2671428571428571,0.082,0.0965,0.0,0.0,0.0,0.3,0.0,0.4225352112676057,0.4225352112676057,0.031071983428275506,0.03625064733298809,0
0.2325,0.062,0.048,0.0,0.0,0.0,0.0,0.0,0.7317073170731708,0.0,0.03121748178980229,0.052029136316337155,0
0.23,0.062,0.0355,0.0,0.0,0.1,0.0,0.0,0.9677419354838709,0.0,0.042194092827004225,0.042194092827004225,0
0.3,0.082,0.108,0.0,0.0,0.0,0.2,0.0,0.7042253521126761,0.14084507042253522,0.027764923646459973,0.03239241092086997,0
0.2683333333333333,0.082,0.083,0.0,0.0,0.1,0.1,0.0,0.819672131147541,0.0,0.030102347983142687,0.036122817579771226,0
0.266,0.082,0.0685,0.0,0.0,0.1,0.1,0.0,0.7843137254901962,0.0,0.029175784099197667,0.0437636761487965,0
0.265,0.062,0.1095,0.0,0.0,0.0,0.3,0.0,0.4938271604938272,0.3703703703703704,0.03194888178913738,0.04107713372889092,0
0.23,0.062,0.0595,0.0,0.0,0.1,0.0,0.0,0.5882352941176471,0.19607843137254904,0.041981528127623846,0.05037783375314862,0
0.26666666666666666,0.082,0.041,0.0,0.0,0.0,0.0,0.0,0.9677419354838709,0.0,0.03654080389768575,0.03654080389768575,0
0.19333333333333333,0.058,0.03,0.0,0.0,0.0,0.1,0.0,0.3225806451612903,0.6451612903225806,0.04991680532445923,0.04991680532445923,0
0.24375,0.062,0.101,0.0,0.0,0.1,0.1,0.0,0.617283950617284,0.2469135802469136,0.034636318654131616,0.04948045522018803,0
0.2125,0.06,0.044,0.0,0.0,0.0,0.2,0.0,0.0,0.7317073170731708,0.0340522133938706,0.045402951191827474,0
0.2333333333333333,0.062,0.036,0.0,0.0,0.0,0.1,0.0,0.3225806451612903,0.3225806451612903,0.027739251040221916,0.05547850208044383,0
0.2785714285714286,0.082,0.1005,0.0,0.0,0.0,0.2,0.0,0.5633802816901409,0.28169014084507044,0.029835902536051718,0.034808552958727,0
0.264,0.062,0.068,0.0,0.0,0.0,0.2,0.0,0.5882352941176471,0.19607843137254904,0.029390154298310066,0.036737692872887584,0
0.266,0.082,0.0685,0.0,0.0,0.0,0.3,0.0,0.19607843137254904,0.5882352941176471,0.029175784099197667,0.03646973012399708,0
0.2325,0.062,0.048,0.0,0.0,0.0,0.1,0.0,0.48780487804878053,0.24390243902439027,0.03121748178980229,0.052029136316337155,0
0.2633333333333333,0.082,0.0815,0.0,0.0,0.0,0.1,0.0,0.49180327868852464,0.3278688524590164,0.03678724708767627,0.03678724708767627,0
0.2333333333333333,0.062,0.036,0.0,0.0,0.0,0.1,0.0,0.3225806451612903,0.3225806451612903,0.027739251040221916,0.05547850208044383,0
0.26,0.062,0.121,0.0,0.0,0.1,0.2,0.0,0.5494505494505495,0.32967032967032966,0.033044196612969846,0.04130524576621231,0
0.262,0.082,0.0675,0.0,0.0,0.0,0.2,0.0,0.3921568627450981,0.3921568627450981,0.029607698001480387,0.04441154700222058,0
0.26857142857142857,0.082,0.097,0.0,0.0,0.0,0.2,0.0,0.4225352112676057,0.5633802816901409,0.04121586810922205,0.04121586810922205,0
0.2675,0.082,0.055,0.0,0.0,0.0,0.2,0.0,0.7317073170731708,0.0,0.027247956403269755,0.03633060853769301,0
0.23857142857142857,0.062,0.0865,0.0,0.0,0.1,0.1,0.0,0.4225352112676057,0.4225352112676057,0.040439052570768345,0.05199306759098787,0
0.2333333333333333,0.062,0.0725,0.0,0.0,0.0,0.2,0.0,0.49180327868852464,0.3278688524590164,0.03445899379738112,0.048242591316333565,0
0.2777777777777778,0.062,0.129,0.0,0.0,0.0,0.1,0.0,0.5494505494505495,0.32967032967032966,0.03099573808601317,0.0503680743897714,0
0.2644444444444444,0.082,0.123,0.0,0.0,0.1,0.2,0.0,0.5494505494505495,0.32967032967032966,0.04063388866314507,0.03657049979683056,0
0.2477777777777778,0.082,0.1155,0.0,0.0,0.0,0.1,0.0,0.32967032967032966,0.5494505494505495,0.03894418000865426,0.043271311120726956,0
0.26,0.082,0.0805,0.0,0.0,0.0,0.2,0.0,0.1639344262295082,0.6557377049180328,0.037243947858473,0.037243947858473,0
0.2788888888888889,0.082,0.1295,0.0,0.0,0.0,0.1,0.0,0.7692307692307693,0.10989010989010989,0.030876109610189113,0.03473562331146275,0
0.24555555555555558,0.062,0.1145,0.0,0.0,0.1,0.1,0.0,0.5494505494505495,0.32967032967032966,0.04364906154517678,0.04364906154517678,0
0.22399999999999998,0.082,0.058,0.0,0.0,0.0,0.1,0.0,0.19607843137254904,0.5882352941176471,0.04306632213608958,0.04306632213608958,0
0.24428571428571427,0.062,0.0885,0.0,0.0,0.1,0.2,0.0,0.5633802816901409,0.28169014084507044,0.039525691699604744,0.039525691699604744,0
0.22666666666666668,0.062,0.035,0.0,0.0,0.0,0.1,0.0,0.3225806451612903,0.3225806451612903,0.028530670470756064,0.0427960057061341,0
0.26666666666666666,0.082,0.0825,0.0,0.0,0.0,0.2,0.0,0.49180327868852464,0.49180327868852464,0.04239854633555421,0.04239854633555421,0
0.2625,0.082,0.1085,0.0,0.0,0.1,0.2,0.0,0.4938271604938272,0.3703703703703704,0.03684937816674344,0.041455550437586364,0
0.245,0.082,0.1015,0.0,0.0,0.1,0.1,0.0,0.4938271604938272,0.3703703703703704,0.03938946331856229,0.03938946331856229,0
0.245,0.06,0.0505,0.0,0.0,0.1,0.1,0.0,0.48780487804878053,0.48780487804878053,0.039564787339268055,0.039564787339268055,0
0.18666666666666668,0.062,0.029,0.0,0.0,0.0,0.0,0.0,0.3225806451612903,0.3225806451612903,0.03442340791738382,0.06884681583476764,0
0.28,0.082,0.1155,0.0,0.0,0.1,0.1,0.0,0.7407407407407408,0.2469135802469136,0.03894418000865426,0.03894418000865426,0
0.218,0.062,0.0565,0.0,0.0,0.1,0.0,0.0,0.5882352941176471,0.19607843137254904,0.03536693191865606,0.04420866489832007,0
0.226,0.062,0.0585,0.0,0.0,0.0,0.1,0.0,0.3921568627450981,0.5882352941176471,0.05123825789923143,0.05123825789923143,0
0.2722222222222222,0.082,0.1265,0.0,0.0,0.0,0.3,0.0,0.32967032967032966,0.5494505494505495,0.03160806005531411,0.039510075069142635,0
0.2625,0.062,0.1085,0.0,0.0,0.0,0.2,0.0,0.4938271604938272,0.3703703703703704,0.03224320589590051,0.046061722708429294,0
0.21,0.062,0.0325,0.0,0.0,0.0,0.1,0.0,0.3225806451612903,0.3225806451612903,0.030721966205837177,0.04608294930875576,0
0.2825,0.062,0.1165,0.0,0.0,0.0,0.3,0.0,0.7407407407407408,0.2469135802469136,0.03432003432003432,0.03861003861003861,0
0.2775,0.082,0.1145,0.0,0.0,0.1,0.1,0.0,0.8641975308641976,0.1234567901234568,0.034919249236141425,0.04364906154517678,0
0.2633333333333333,0.082,0.0405,0.0,0.0,0.0,0.1,0.0,0.3225806451612903,0.3225806451612903,0.02466091245376079,0.036991368680641186,0
0.24,0.062,0.087,0.0,0.0,0.1,0.2,0.0,0.4225352112676057,0.4225352112676057,0.03446295232624928,0.04595060310166571,0
0.24142857142857144,0.062,0.0875,0.0,0.0,0.0,0.1,0.0,0.7042253521126761,0.28169014084507044,0.03997715591090805,0.045688178183894916,0
0.21666666666666667,0.062,0.0675,0.0,0.0,0.1,0.1,0.0,0.49180327868852464,0.3278688524590164,0.037009622501850484,0.04441154700222058,0
0.2575,0.062,0.1065,0.0,0.0,0.1,0.1,0.0,0.7407407407407408,0.1234567901234568,0.0328484279680901,0.03754106053496011,0
0.282,0.082,0.0725,0.0,0.0,0.0,0.2,0.0,0.5882352941176471,0.19607843137254904,0.027567195037904894,0.03445899379738112,0
0.24,0.082,0.0495,0.0,0.0,0.0,0.1,0.0,0.24390243902439027,0.48780487804878053,0.03027245206861756,0.04036326942482341,0
0.26285714285714284,0.062,0.095,0.0,0.0,0.1,0.1,0.0,0.7042253521126761,0.14084507042253522,0.03156233561283535,0.04734350341925302,0
0.28285714285714286,0.082,0.102,0.0,0.0,0.1,0.2,0.0,0.7042253521126761,0.14084507042253522,0.02939735423811857,0.039196472317491425,0
0.27,0.082,0.1255,0.0,0.0,0.1,0.2,0.0,0.7692307692307693,0.10989010989010989,0.035842293906810034,0.035842293906810034,0
0.27,0.082,0.1115,0.0,0.0,0.1,0.2,0.0,0.617283950617284,0.2469135802469136,0.03585835948005379,0.04034065441506051,0
0.305,0.082,0.1255,0.0,0.0,0.1,0.2,0.0,0.617283950617284,0.2469135802469136,0.027877339705296694,0.03185981680605337,0
0.24625,0.062,0.102,0.0,0.0,0.0,0.3,0.0,0.4938271604938272,0.3703703703703704,0.034296913277805,0.04409603135717786,0
0.28833333333333333,0.082,0.089,0.0,0.0,0.0,0.1,0.0,0.819672131147541,0.1639344262295082,0.03368893879842785,0.03368893879842785,0
0.25666666666666665,0.082,0.0395,0.0,0.0,0.0,0.1,0.0,0.6451612903225806,0.3225806451612903,0.03792667509481669,0.03792667509481669,0
0.264,0.082,0.068,0.0,0.0,0.0,0.1,0.0,0.5882352941176471,0.19607843137254904,0.029390154298310066,0.036737692872887584,0
0.2625,0.062,0.1085,0.0,0.0,0.1,0.1,0.0,0.8641975308641976,0.1234567901234568,0.041455550437586364,0.041455550437586364,0
0.2677777777777778,0.082,0.1245,0.0,0.0,0.1,0.1,0.0,0.6593406593406593,0.32967032967032966,0.04415897230028101,0.04415897230028101,0
0.21,0.062,0.0325,0.0,0.0,0.0,0.0,0.0,0.6451612903225806,0.0,0.030721966205837177,0.061443932411674354,0
0.29,0.082,0.0895,0.0,0.0,0.0,0.0,0.0,0.819672131147541,0.1639344262295082,0.03908431044109436,0.03908431044109436,0
0.21875,0.062,0.091,0.0,0.0,0.1,0.2,0.0,0.2469135802469136,0.617283950617284,0.043931905546403076,0.043931905546403076,0
0.28375,0.082,0.117,0.0,0.0,0.1,0.1,0.0,0.8641975308641976,0.1234567901234568,0.03417343015805212,0.042716787697565144,0
0.27399999999999997,0.082,0.0705,0.0,0.0,0.1,0.1,0.0,0.7843137254901962,0.0,0.02834868887313962,0.042523033309709427,0
0.2533333333333333,0.082,0.039,0.0,0.0,0.0,0.0,0.0,0.6451612903225806,0.0,0.025608194622279132,0.0384122919334187,0
0.2375,0.062,0.049,0.0,0.0,0.1,0.2,0.0,0.48780487804878053,0.24390243902439027,0.030581039755351685,0.05096839959225281,0
0.2822222222222222,0.082,0.131,0.0,0.0,0.1,0.1,0.0,0.7692307692307693,0.10989010989010989,0.0343380389164441,0.0343380389164441,0
0.25,0.062,0.1035,0.0,0.0,0.1,0.2,0.0,0.617283950617284,0.2469135802469136,0.0386286817962337,0.04345726702076292,0
0.25625,0.082,0.106,0.0,0.0,0.1,0.1,0.0,0.617283950617284,0.2469135802469136,0.042432814710042434,0.03771805752003772,0
0.22,0.062,0.0455,0.0,0.0,0.0,0.2,0.0,0.48780487804878053,0.24390243902439027,0.043907793633369926,0.043907793633369926,0
0.23800000000000002,0.082,0.0615,0.0,0.0,0.0,0.1,0.0,0.3921568627450981,0.3921568627450981,0.032493907392363935,0.04061738424045492,0
0.235,0.062,0.0485,0.0,0.0,0.0,0.2,0.0,0.48780487804878053,0.24390243902439027,0.030895983522142123,0.0411946446961895,0
